e12a3845025c5595d7f98c46de976b0a29d9b919eaaba5a3b67eab6a07d606da 1n 124n
23aff4359e5b6f71b6551b40c1917d372d42374a2473a63c4bb7b69e2d5a3830 1n 201n
0542232189bff04e4ca42fcbd2cc3de83d4cf8c78fa310d0d349184c58efc5f2 2n 201n
6c733a62d20d33593e48168a6a114014f3c7d46cf89ffdbb225b2a6bd8199d6e 1n 276n
83f24fef97f5c74860ef5cb0800dda138b0cedbb82bffc53f557739cf64a7b1a 1n 276n
371b9769cd40e1428fb1b39627d953980a6fb5756758079197f7df941f74a814 2n 276n
7c4107009c0439f1c6836ff246c4c418ce5eec08cac0bbec149cf016041453dd 2n 276n
2da8c4d3dcc818474df64a3f8ad4670c312589f6e59ede15dc7ef906855f4bf4 2n 276n
9139b91d7835d1b09d7eda56febcdd9b89dc72c7b4e4cc36c694fd5d70a79f9e 1n 149n
de4ffb383aa3fdaa6979a8aad241ed9f63b0a2d543908de4cda75e911c58367c 1n 8n
be98de0535a6661cd4565c41dec482e111af6918169a617fade72996cefc6658 2n 8n
898d05c082de1a2b7cac74b67daf3983a2d484e9798782f1a1b4e56b40d77b19 1n 2n
769a48367bfe3fa0f01244fa8f19d206893d519042e78d1e26f36efa5598b91e 2n 149n
19da94d6cfe182dd0f21f3f92750dea5ca22666b5141ef5fb0de3db06fce48d3 2n 2n
73360aaa387312938667d4ca7cd012969427e5140644886c5faf921fd2eca8a8 1n 8n
040fb97978d05a4dec57dac821433928d8719665f0ffdb3c79ff5eaa4311d7f3 2n 8n
53095a4dfd160ad0b56d4116c5967c55e2ca1eae3248dc7d6f6ccb77db6ccbdf 1n 149n
69ed02d634502f4edf54b6afb9a18f10eb4a67114794217b28da045970cc2424 2n 149n
be800947cec6f7b162d9ff636d8ce01888a93ec7b12b70dd2efa7ffdd68db14b 1n 2n
15f2c1c978f345169c797a921184d5f9996ac7160e42493819c48caf00774604 2n 2n
c1ff9f53c228a0569f68dc81baa7b45e7a39e6f15f57489e062612f84d747667 1n 149n
307a36051c34994585327b8562ed277b71e28fa6e0c8a404c1a31d4ffc16b1cd 1n 8n
49205f6f7352b4ce2dda6eb65808e0add70d76cb81d11d2a14d373478600b3ce 1n 2n
5c0f5b64e4994bb53aa09bc1756b0a574c425df2f5c241bc2e34dfd34fa15ba7 2n 8n
238241992e9c5bdb1e9340b74d82de671b118a7bc5084212746028ec9c8a6226 2n 149n
8d162c851528f5485c968c37977741c598f651e78d3c36a59946023da8708274 2n 2n
006564852458233b3517ededb057f0057c30b0fb152781eb9915c3eff611fdd5 2n 159n
0bf181fcd5c959d86c20d9ece860aa7283f656170e532e9190e4e0949bc21996 1n 159n
7d4210f70de07e6fc26b05d3dddd2954e8845894e78f7c4397e36076cb064c34 1n 247n
87237d91a2914ff1105ce3afb7c3f6386bf8713b014f7fa227cea0a0cd1072b6 1n 299n
df0b285746e588c0c25920d89d3ca30a3ec287589f86ed0f1a2c17a74b137cbe 2n 299n
f1318d2797a7d47406fa42c41f230ce813be1e8ea3eff3c8a2f1007a774ef323 2n 115n
9f1676a948a6fccdac5d2f77619d79b81900a3469484d7474cfc449da54dcdfd 1n 2n
682181581f9fed517b764e1ad5616b4e0c9f18ff9fc2c1bbf72b091015e52387 2n 2n
3df1563c5006da260bb874545ba3e12fd054611d4ae3da4abc0a644c9e07cb00 1n 149n
3b98a2d4b85e8a2e54496113113347a56ae32ed6626c6cfc586e74b8a0314b54 2n 149n
96ca809115c9023e7f65d367f323dec6f16ad86ed9b23080f3023d68fbc2da2c 1n 8n
506c5519157884655d0ad3990f290d2289dc58e14bd87c192fd1fde7040396dc 2n 8n
78363cee80ca2f00fc4f66a88993985803df0d39887cc269a8aa448619934097 1n 88n
2c09c3729a39eca6ac173216223fd8063d25bfb98256719f49bbc4e25df1ba35 1n 225n
36ec16354eb51ffa39e0df7ae669c23a83da571bd155eff231783e8d38b5409a 1n 266n
02a0318846b6242575a77c50453a51a3abd1d8dbda27be4512d351ec4ff9dd1b 2n 205n
82a10750ba0497c1040525d84cb705178e8ae010a6144f79056f879fcd36bfc9 1n 85n
69f52eea1c6c357bcf6641fb83285cdfa460a68ca5e3c740b7b33808e9b0cb4e 2n 384n
aaabc6ca0435a9d8de9cdda7d4ee7e3d5d108286804928d354bcedaaa970dc97 1n 265n
110b88bb75d2980546cc3aa1df2adf4386e051023e39f56a0fa89a5ed77f8e9a 2n 201n
ad2a65838e229f7abd50230ba0963d859f9877053ce2b249072bc68f5d121e96 1n 60n
631f3837342cad6e946b4c8147d60f3f3138c173330609e9fa968a749aa5fa6c 1n 262n
85a894c9f769fd63073d63cea014bfddf5f125b14c96ac611753dc4eb07ef18d 2n 262n
e64e94eea8f591992748fccc8ddd7b4ba5e36be1e1eea2c87f321a27da07a826 1n 120n
bdcbc51bf64f2fbda0781f74f75f250fa92a366dab263e96142a07c679058624 2n 120n
9072f52613fe6124123d73de4c5dbc2de878deacfe1ee9eb8c8e918aea692044 2n 286n
18c74cc5053852e4a9ff8daaea62a0fedb07f157918f3535a9e00b3c68bb1597 1n 95n
b948e774817d9422584887448954bfc04a6e2ed076d0d1bcd5be98926830e084 2n 30n
4bc2531f612ba72866fe68fea9a4416a9c8f3d8747a435ce24f4dbf3eb8e7a26 1n 378n
f80296400922432b321b0099a22f39a44e177e07e322ad5ff047167c5dfe260c 2n 379n
640ff8960f48fb5b4e546553b63065c562080df873e0781b0ce65867c591a41a 1n 366n
d6a0aa55dac64178d36d604bb09f09ba4fd45377e469845b6c20f1abb2699b72 1n 15n
7c926065dce894d785ca0f54d5607288dfdce0d51fa5a916fb305d9b1324d63a 1n 309n
dbaec9712d8167aa5e1a334ad6f275db2569381b7e594925936db1b9ea69940c 1n 84n
43a1d26b606ab62f2f441efe7b7441ad07956eca168c90589b31788193166d22 2n 87n
75c84c643b8e69c99091bdb4df9ffaa478dcdf77c3a8266847162cc70288bbbd 2n 84n
add10743baf3e7aff3b91b4ed0a235e582a54d93c4473b52ea3914d19b3fb3ca 2n 90n
6dc2c5706fce7ab6c89e77e78f56a4f3f94e20bf567cff9689c5e763f4854738 1n 27n
553634bbc2cff378f253f85437b848efb5787ea39f31891a09bbdfa917a23436 1n 27n
73c84a7b6b749e3ffddc8ece89a9832c97b540400b8bf6ce14fc37bae327edb7 1n 195n
d2f14857ee87c632ce4e019088b1a6dc5dac31b92b331f035983bbb9c242d200 1n 195n
17611dfbe589fa417d630cffc1533526b20ee6260cec41b6a12252b237d1148e 1n 223n
42fd9c61afee8c6c3d1bb3597a4f482868234a80f8582596a0e93c8efd0d8bf6 2n 223n
2e82a286ee87a827fa78ad02ade0543eead324a749b2c026c6546955987d3ac7 2n 195n
6ffc12cf69f37528c86309c6032058164b9a7c139a8c5ceaf2ddef7cc9a4236f 2n 195n
e58a8ccf0bba8dcce50ff7283993612f3d4834fc6774bf58968f18f6466e5b41 2n 195n
d6d1245c8e2ed9557ecae835c6358ee5ceb4d3e35e2ee9291bbd6389ac97548d 1n 17n
df0246f918b3c5d332faa04b6588dda33a157a8b69b28c80db55a50fe99734fc 1n 238n
90df08b3245601a0c401b98693be08aa2df3a502ce7b93a96950264b0fbf699a 1n 272n
49e0c0a41c761a49af776a7edea4bbfbfe01e11893b712790d61dd54513a4b1f 1n 56n
7c4d64baf0673129f1680439e8f554afe27451354eea6022fec8a1149e684179 2n 132n
e251076ccc847d2411ad7079e7b39efdcb2b0d327b5c37da3593640fff05f98f 2n 16n
2ad57bf31c7fad34211ff7481af45a4f574d6d457870332daab78a380871eb46 1n 16n
cd9f920afe71fb989490ae11efa8eb682bc43a3327e9743227931cb545e62f9b 2n 161n
b39e513f1859c45456e8788cd79541ffddd33aa15385328b099ab7766479e2e0 2n 162n
a0aa30967eb736a3c2922f2ccf9d8119e46d12a4af6b675f5c3090af6922d4ea 2n 163n
dcde77ea72ccc350d8c57840a2dfd1729242519f873d5120f36db60b201d1f0b 2n 164n
a0118587cb3d672cc069772c5bfeaa3eb0f8928ba1f7f8f03e46f650cd8b3246 1n 21n
6cc5d9fad4ac9a97340f4939587467a9cc51ca0cca6ad3bcab5aba10f214d1f8 1n 201n
b2549423ada2d41bbad2b69fd4fdecff0c41c9b718a31cb3160885c811e6117c 2n 201n
0c042ddc16822f95be528f93f348435cbac545d301bc4f7ede6dd5dbdc6cc607 2n 60n
5414eba75baedbfb3e087d96c0ef5190893c80ef76b88eb41ffae61b3e6f45e9 1n 56n
7068842866726e8a4ea2fd2b6ff7ac05abeaaa35445461038b15ade61ad69bda 1n 306n
d225e75023b088c42f38645c63a8968560effc88adf296841e1ec7a19133841f 2n 85n
0f3abae49af44183b012e914d8fb42e9d13074bbea47531d215357204beceb12 2n 11n
1c5cb731104a462b8490662e8e06a806525b8c1c5e8f455034ee68910b6c4bc3 1n 4n
60dcdd40610a4719cbc783ffb398724ea0b95e75a463d941af913d00911b4d8b 1n 299n
6f47c5061034e761f2ab8866cd61d8bbd3a4a5db431caac3d8e62bbc832a9eaa 1n 85n
af6c590fe6f40a116c75c2eea836cabc05f5d75fabe4eb8dfe65ab3200b37d66 1n 13n
93ee6074016bd4c3732394ee0469638c900c66ca65f976892bd6b88bd07a58d5 1n 300n
78e694d950c525f342103cd1db4cd702a7e351c7189c86534ee3686406f41f30 1n 201n
f02ff4f7f737dcc77bb06256df57d6d2271a8631e3fdbe2a5ce10ef3e7facfc1 2n 13n
af9236bab59b08ba123b0574f07791e4c5749941a242c25d1484dbcd949eb6c0 2n 105n
9edc84b84805a35c0663b7e9aee0095858da87de5dde969ae268642cd9329280 1n 21n
4b8fd4dc5f05e68872c65cf4a27a71e11c7f668f8fcf91d408e0b838ab908211 1n 298n
223432e9566c73b0cf5ab5bf3c7751762c77e0d3a8b77f9a77195202bc54c3d8 2n 298n
859d11c42fb0852fce8bb1d639458bf4497312cde22b792137089d8047f7c571 1n 408n
9e8455029a9578da827eacbda6db6aaac09e1087fcda4cdba190edf4f8883c02 2n 408n
1f2b5c595f0833b7a829c341b9dc013e403c26959685fbc6c300d0a8f892a296 1n 15n
67cec22d9e19eaafa69783deb6828b64199cf48b4a702699e48ac65cbe1f9eff 1n 356n
0bc7c1eeebc0bcf5c212ce54761b3e8931d677ad22fb9d612afb424a6acb6616 2n 356n
f8a641d1bfb87727e4d86cc60d9e5eb13e4643c57eeac1acbb118c748aa9f137 2n 171n
77e3a479f1ee01ba85d43325fea0324247490be8b30240914c4337bb2375c8a0 1n 171n
0043961a36a955cfb4ed3a35ac4543f5381f2ae2431689468857d4ea32da0466 1n 272n
174b8ab83819418348818f783fcb075e3d9f207f15ece7a4d3207d62a3fefcbd 2n 360n
0ba15967ccbc18cfa0331b13105feb752a4f8c261f117756e56d5dcc5a822bbc 1n 299n
8920b82d1c0802040b9bb8438d788e9ad4e687c1fed961f4c3f554e512d95459 1n 360n
762eb80a9f6f4f7f43aee16a721ca931016ab11b9c7602a80d595c4b227b0ed7 1n 56n
065cd67a015a2360e5a227cb3c511909c52149ca59699d5d11dd6fc7b762943f 2n 11n
b25558984faf3ce6a9b6a38578774e1b84be2fe9cb1fc0b72675f12bfae21630 2n 98n
f5ed8682892649e20de5f74807c9cc6d55c7a0db6e664b4558d4f054534cbe7c 1n 98n
d6d9f5964a21a0537a9fe32634799f8682b110f51e5689898aa4d9962327f6da 1n 98n
2b38d77f7bc5ae3f4e2bf16ea56fbfa13e8cf9d29fda9d1c60d8273f4c9e7f60 2n 44n
41515a03bcba8757e64bbdd8defa4bb3423fad8eb9d664b2b227619500c2e873 2n 266n
872c97988b4d2872166857d3490b0f0b6df32be9d1c94add6e1c7402b4407942 2n 265n
24451d9ef3d4087b1f60e3651898ba5ad01388bc360409e6215fbdb231cc74df 1n 156n
14c2d77b876c08315a878e0f1a30ab6dc71119e14cb18b0847cdf8a0622edcba 1n 156n
9600f6ef25e82f4fd11fefa542d874ad9ef63dcafa8c59c89897ac5492e19f90 2n 286n
f84e3824b3924a22d905496dbd333d93c18d33697a1d3d9c6771252c07ec2e75 1n 143n
0c87c5a90e8b9ee1542d5e74ce8cba7676b76300689a6368b0b2a939fb04745a 2n 201n
297089401858794d8060239fbbad82c1857217d585889e7aacfdb5ed6d0a593a 1n 201n
7bb88628f893a816d9a1383d60763c39530e6d66212baa257eef65fdb5da987b 2n 27n
0101c935965ae38f7e3d0d7d266bdd2f96d1bfe6463293df5ffd4fa087102c90 1n 232n
6a87fd50b39bb09ec50c08c7507aa28376f939abc127885cbdcb746ff8780a17 1n 171n
e9deae58cb634e89a1163752f7d6903ae3ecac2aca5d8d2e282192536b64e58f 2n 171n
345e0c4270cc158e9a92b34c9920d215f7836e3702165d27683869ffc975eddc 1n 67n
b0c0ff92efd16ae4b28d834feeda7bb6ee3daf2dbcfc23795cef40ff291d55e7 2n 67n
7241b8b56a8eba425d6d89e8aa189634db1a4c75d17c9ca77b5462f0e6471c0f 1n 97n
91dadbfd6cb55c64554d806424493e8803ff1bd5ccea8d95834c4d1bc8c8e7b9 2n 97n
c419bd8b436b51714c909870eb9ed6c68f74e0839d37b8e681300464e6bf6097 2n 365n
9327c5b2d282b1d73c73757ac24579a3f6ec4ef269064ec6617e9db1631ffd4e 2n 365n
7c453ec675e4ab82e1cab5df07c3edb91a59c799adedc4a54f91424f96991cbb 1n 365n
9c298440630c5a42e1070199a61442e30e478d920d233c5c3055326041362009 2n 144n
1ca4608043411ce9023a0a0e0ec29d8c7e9393299b5c37cf493a644dd149452b 1n 144n
0be9736d223b4067ad24c3195879ce9f8887bd0fc4fa05ea773b15762624145b 2n 140n
1bd5d040cead4d747935380e295042677e99d5e22feafdb604cad4d0e2df802c 1n 140n
449a176c16b8b59477c5703de2a189d026979dcaa2127e9274d1840928084616 2n 92n
ad8c88a9fd7fa2c700f33cb17b1d5ab9dad73cab535dad0508a73f14468c4eea 1n 92n
f7ce8d465948542ed4f147d295fa40c0a653b5a8f534145ebac7a2599acacc2d 2n 153n
09fb6928d0bff487e0b6e0b725931471420161d9f51b2399723788d135cfad2d 1n 153n
70d5f9de31a39012648f4368adeef5dbd3fa8075afd91d2b7582b9c39070d77f 2n 286n
8282c034d9466eed8c55c468b8ac8b3af5ec5f4a987d4ea8948aee87e7e9bcca 1n 286n
c6f3bff00092f0544fc66973423e5473e38aec28c9e39aec01bdf3c5a8170763 2n 151n
1063b91b2a7360df64e9c64856decd9354e7da38d305e89f3b6279964474ceea 2n 151n
2f4115f273f1c237fdf2894cbc7af9e140ba613efaf8681f7c445d6f78e4ae84 1n 143n
45b06beb6fddb6741732d02438ebb337ba5c6d04d89ed5e89d1ccea2310a3499 1n 132n
204c3fb609985eba3e840d054fa059e0500cd3154f1ee8ebe2159c82f4a34490 2n 98n
ed58893798adcfb33ce0b1d66e73ba97c0c6e97a909668747d3a01dd5445e276 1n 299n
0c4d7ea1b24578dd22df99bcf82c95a5ecd120806e952f59498c48d8da31fdc3 2n 299n
ef9e407ee34302c9b2a1bd7b883884d12ae0eddac3bfdc3c4313351ead7032d6 2n 211n
58bbeab03c12de10e88158d5df8b3bfd2eaa3e28c04e08e32f76763870c430c2 1n 211n
2b37ff1880d6a6006f69f905509dc248fccc5bb2a5c2bb5f671e023bc7ca33aa 2n 27n
6e8913c9678e05bf3dbb411f2277e6e71f67f4fbc10c4732c9ea3b399555f5df 2n 81n
a338d007c0e18fddc99633209336753741325c6fefb257a073092e9b4012dcdb 2n 129n
0ebb030efed7ed6808196dad721ba077b501912e2b12694faeb7ad7af70644b9 2n 321n
e9323629f1cd8c32e93e7335c8b47ff084b0834b2f2919e5a8ad35593ceeec93 2n 27n
d5a5629f7a3ae8663f5093d55279bcc5613f42f752cd85401ed61f02b2823f1a 1n 27n
8b538232e5e29789236c634c2b79f97ed6f986a91b6bfb6c07fbbdbe37e77caa 2n 171n
9e076ea584e3358031b56c3ee68be483597b70b1944cf5cc340ca7ac853c7b49 2n 205n
153643f66d680cf3aafe41fe85e64f08eb49d471d75c8074053db2163551b0f0 1n 12n
e63d370f27ecb0fd7f70a762305c80132c192acca744beefc81714c226574b79 2n 40n
75edae8f1c2fa1858c7b4f8b56800539f6c936dbb907566545e733ed038d1de0 1n 40n
f2d3c3fd06a176a6b65885b69f34aa69b5ea85ae67c9f5cb371a3a93c323cbba 1n 285n
6983712edbe9098390f6dd7ad6969535d08fa4074a6f851942c31a41fdb547cd 1n 366n
7e3e402172e77ae54a1bfdc3bd313ddfbfa50b30bbd2cc9309190990cc7ac04b 2n 12n
80c47a7ac21a9ae54c4f392e4df9e1a8189b6ebb00e78c31681e2a06c45d6ed1 1n 201n
52bc560944797183747dafddd911a1afa6fa7be6fef6015af9769ecc9a3d366d 1n 376n
f6261a437ba42ea43f2d06b008e969b98b997c0c9285595a69ff5291981ec8c0 2n 471n
4df94b6fccd66b742a60eecb9460bc33fa363ae91962beeb2f8a473dc7f7a3c9 1n 470n
12e68f0c80d34b67d3577b5aedfa6d34519beb4c6e71f6f2945ac80cb99d70f7 2n 56n
9c8e462ddc663b80049c5cf55757a523f353eae13a73ff40cf9f27ba5b7442b6 2n 27n
355bc316ad4995bd32542910ef15fa063742ca6214cbb39a4950f0f10bc534a8 1n 27n
5dddd48415dfe5c75024eb773d34b488ea8fd1fc6744593012afc7102b982391 2n 262n
93e9620809a72c1982fa192ad8b290c4b0c84d38d0075e94007631edcfcbecc6 1n 15n
97a88557d9dc446b8983278fe6b7427c433eac459a22dce8e7c947a9ea7af787 1n 217n
dee3f55ae765b904da4c128d51cb46a2b7f2573b704c4fe4dbda2a6ba70b8488 2n 107n
4ecfa4cebeb86f9bbc5e00cd179e122452a7cde77b114d278fe56eb6c336de4c 1n 107n
4d133a0d3338f8bbda5eeafc5bef51875dfd54f373285bc1c760b20333f67724 2n 135n
